"nutrient_id"	"amount"	"fdc_id"	"name"	"unit_name"	"NDB_number"	"Food_Name"
1130	0	169249	"Tocotrienol, gamma"	"MG"	11253	"Lettuce, green leaf, raw†"
1131	0	169249	"Tocotrienol, delta"	"MG"	11253	"Lettuce, green leaf, raw†"
1162	9.2	169249	"Vitamin C, total ascorbic acid"	"MG"	11253	"Lettuce, green leaf, raw†"
1075	0	169249	"Galactose"	"G"	11253	"Lettuce, green leaf, raw†"
1079	1.3	169249	"Fiber, total dietary"	"G"	11253	"Lettuce, green leaf, raw†"
1258	0.02	169249	"Fatty acids, total saturated"	"G"	11253	"Lettuce, green leaf, raw†"
1185	126.3	169249	"Vitamin K (phylloquinone)"	"UG"	11253	"Lettuce, green leaf, raw†"
1187	38	169249	"Folate, food"	"UG"	11253	"Lettuce, green leaf, raw†"
1275	0.002	169249	"MUFA 16:1"	"G"	11253	"Lettuce, green leaf, raw†"
1109	0.22	169249	"Vitamin E (alpha-tocopherol)"	"MG"	11253	"Lettuce, green leaf, raw†"
2000	0.78	169249	NA	NA	11253	"Lettuce, green leaf, raw†"
1005	2.87	169249	"Carbohydrate, by difference"	"G"	11253	"Lettuce, green leaf, raw†"
1010	0	169249	"Sucrose"	"G"	11253	"Lettuce, green leaf, raw†"
1011	0.36	169249	"Glucose (dextrose)"	"G"	11253	"Lettuce, green leaf, raw†"
1014	0	169249	"Maltose"	"G"	11253	"Lettuce, green leaf, raw†"
1051	94.98	169249	"Water"	"G"	11253	"Lettuce, green leaf, raw†"
1125	0	169249	"Tocopherol, beta"	"MG"	11253	"Lettuce, green leaf, raw†"
1126	0.41	169249	"Tocopherol, gamma"	"MG"	11253	"Lettuce, green leaf, raw†"
1128	0	169249	"Tocotrienol, alpha"	"MG"	11253	"Lettuce, green leaf, raw†"
1129	0	169249	"Tocotrienol, beta"	"MG"	11253	"Lettuce, green leaf, raw†"
1190	38	169249	"Folate, DFE"	"UG"	11253	"Lettuce, green leaf, raw†"
1198	0.2	169249	"Betaine"	"MG"	11253	"Lettuce, green leaf, raw†"
1180	13.6	169249	"Choline, total"	"MG"	11253	"Lettuce, green leaf, raw†"
1265	0.018	169249	"SFA 16:0"	"G"	11253	"Lettuce, green leaf, raw†"
1266	0.002	169249	"SFA 18:0"	"G"	11253	"Lettuce, green leaf, raw†"
1268	0.005	169249	"MUFA 18:1"	"G"	11253	"Lettuce, green leaf, raw†"
1269	0.024	169249	"PUFA 18:2"	"G"	11253	"Lettuce, green leaf, raw†"
1270	0.058	169249	"PUFA 18:3"	"G"	11253	"Lettuce, green leaf, raw†"
1292	0.006	169249	"Fatty acids, total monounsaturated"	"G"	11253	"Lettuce, green leaf, raw†"
1293	0.082	169249	"Fatty acids, total polyunsaturated"	"G"	11253	"Lettuce, green leaf, raw†"
1210	0.009	169249	"Tryptophan"	"G"	11253	"Lettuce, green leaf, raw†"
1211	0.059	169249	"Threonine"	"G"	11253	"Lettuce, green leaf, raw†"
1215	0.016	169249	"Methionine"	"G"	11253	"Lettuce, green leaf, raw†"
1217	0.055	169249	"Phenylalanine"	"G"	11253	"Lettuce, green leaf, raw†"
1218	0.032	169249	"Tyrosine"	"G"	11253	"Lettuce, green leaf, raw†"
1222	0.056	169249	"Alanine"	"G"	11253	"Lettuce, green leaf, raw†"
1224	0.182	169249	"Glutamic acid"	"G"	11253	"Lettuce, green leaf, raw†"
1225	0.057	169249	"Glycine"	"G"	11253	"Lettuce, green leaf, raw†"
1226	0.048	169249	"Proline"	"G"	11253	"Lettuce, green leaf, raw†"
1178	0	169249	"Vitamin B-12"	"UG"	11253	"Lettuce, green leaf, raw†"
1283	38	169249	"Phytosterols"	"MG"	11253	"Lettuce, green leaf, raw†"
1253	0	169249	"Cholesterol"	"MG"	11253	"Lettuce, green leaf, raw†"
1212	0.084	169249	"Isoleucine"	"G"	11253	"Lettuce, green leaf, raw†"
1213	0.079	169249	"Leucine"	"G"	11253	"Lettuce, green leaf, raw†"
1214	0.084	169249	"Lysine"	"G"	11253	"Lettuce, green leaf, raw†"
1216	0.016	169249	"Cystine"	"G"	11253	"Lettuce, green leaf, raw†"
1219	0.07	169249	"Valine"	"G"	11253	"Lettuce, green leaf, raw†"
1220	0.071	169249	"Arginine"	"G"	11253	"Lettuce, green leaf, raw†"
1221	0.022	169249	"Histidine"	"G"	11253	"Lettuce, green leaf, raw†"
1223	0.142	169249	"Aspartic acid"	"G"	11253	"Lettuce, green leaf, raw†"
1227	0.039	169249	"Serine"	"G"	11253	"Lettuce, green leaf, raw†"
1242	0	169249	"Vitamin E, added"	"MG"	11253	"Lettuce, green leaf, raw†"
1246	0	169249	"Vitamin B-12, added"	"UG"	11253	"Lettuce, green leaf, raw†"
1008	15	169249	"Energy"	"KCAL"	11253	"Lettuce, green leaf, raw†"
1062	62	169249	"Energy"	"kJ"	11253	"Lettuce, green leaf, raw†"
1114	0	169249	"Vitamin D (D2 + D3)"	"UG"	11253	"Lettuce, green leaf, raw†"
1120	0	169249	"Cryptoxanthin, beta"	"UG"	11253	"Lettuce, green leaf, raw†"
1122	0	169249	"Lycopene"	"UG"	11253	"Lettuce, green leaf, raw†"
1184	0	169249	"Vitamin K (Dihydrophylloquinone)"	"UG"	11253	"Lettuce, green leaf, raw†"
1003	1.36	169249	"Protein"	"G"	11253	"Lettuce, green leaf, raw†"
1007	0.62	169249	"Ash"	"G"	11253	"Lettuce, green leaf, raw†"
1089	0.86	169249	"Iron, Fe"	"MG"	11253	"Lettuce, green leaf, raw†"
1090	13	169249	"Magnesium, Mg"	"MG"	11253	"Lettuce, green leaf, raw†"
1091	29	169249	"Phosphorus, P"	"MG"	11253	"Lettuce, green leaf, raw†"
1093	28	169249	"Sodium, Na"	"MG"	11253	"Lettuce, green leaf, raw†"
1098	0.029	169249	"Copper, Cu"	"MG"	11253	"Lettuce, green leaf, raw†"
1101	0.25	169249	"Manganese, Mn"	"MG"	11253	"Lettuce, green leaf, raw†"
1165	0.07	169249	"Thiamin"	"MG"	11253	"Lettuce, green leaf, raw†"
1166	0.08	169249	"Riboflavin"	"MG"	11253	"Lettuce, green leaf, raw†"
1177	38	169249	"Folate, total"	"UG"	11253	"Lettuce, green leaf, raw†"
1107	4443	169249	"Carotene, beta"	"UG"	11253	"Lettuce, green leaf, raw†"
1108	0	169249	"Carotene, alpha"	"UG"	11253	"Lettuce, green leaf, raw†"
1057	0	169249	"Caffeine"	"MG"	11253	"Lettuce, green leaf, raw†"
1058	0	169249	"Theobromine"	"MG"	11253	"Lettuce, green leaf, raw†"
1087	36	169249	"Calcium, Ca"	"MG"	11253	"Lettuce, green leaf, raw†"
1092	194	169249	"Potassium, K"	"MG"	11253	"Lettuce, green leaf, raw†"
1095	0.18	169249	"Zinc, Zn"	"MG"	11253	"Lettuce, green leaf, raw†"
1103	0.6	169249	"Selenium, Se"	"UG"	11253	"Lettuce, green leaf, raw†"
1123	1730	169249	"Lutein + zeaxanthin"	"UG"	11253	"Lettuce, green leaf, raw†"
1167	0.375	169249	"Niacin"	"MG"	11253	"Lettuce, green leaf, raw†"
1170	0.134	169249	"Pantothenic acid"	"MG"	11253	"Lettuce, green leaf, raw†"
1175	0.09	169249	"Vitamin B-6"	"MG"	11253	"Lettuce, green leaf, raw†"
1004	0.15	169249	"Total lipid (fat)"	"G"	11253	"Lettuce, green leaf, raw†"
1259	0	169249	"SFA 4:0"	"G"	11253	"Lettuce, green leaf, raw†"
1260	0	169249	"SFA 6:0"	"G"	11253	"Lettuce, green leaf, raw†"
1262	0	169249	"SFA 10:0"	"G"	11253	"Lettuce, green leaf, raw†"
1271	0	169249	"PUFA 20:4"	"G"	11253	"Lettuce, green leaf, raw†"
1276	0	169249	"PUFA 18:4"	"G"	11253	"Lettuce, green leaf, raw†"
1277	0	169249	"MUFA 20:1"	"G"	11253	"Lettuce, green leaf, raw†"
1279	0	169249	"MUFA 22:1"	"G"	11253	"Lettuce, green leaf, raw†"
1278	0	169249	"PUFA 2:5 n-3 (EPA)"	"G"	11253	"Lettuce, green leaf, raw†"
1280	0	169249	"PUFA 22:5 n-3 (DPA)"	"G"	11253	"Lettuce, green leaf, raw†"
1261	0	169249	"SFA 8:0"	"G"	11253	"Lettuce, green leaf, raw†"
1263	0	169249	"SFA 12:0"	"G"	11253	"Lettuce, green leaf, raw†"
1264	0	169249	"SFA 14:0"	"G"	11253	"Lettuce, green leaf, raw†"
1272	0	169249	"PUFA 22:6 n-3 (DHA)"	"G"	11253	"Lettuce, green leaf, raw†"
1106	370	169249	"Vitamin A, RAE"	"UG"	11253	"Lettuce, green leaf, raw†"
1104	7405	169249	"Vitamin A, IU"	"IU"	11253	"Lettuce, green leaf, raw†"
1018	0	169249	"Alcohol, ethyl"	"G"	11253	"Lettuce, green leaf, raw†"
1186	0	169250	"Folic acid"	"UG"	11254	"Lotus root, raw†"
1110	0	169250	"Vitamin D (D2 + D3), International Units"	"IU"	11254	"Lotus root, raw†"
1105	0	169250	"Retinol"	"UG"	11254	"Lotus root, raw†"
1257	0	169250	"Fatty acids, total trans"	"G"	11254	"Lotus root, raw†"
1004	0.1	169250	"Total lipid (fat)"	"G"	11254	"Lotus root, raw†"
1087	45	169250	"Calcium, Ca"	"MG"	11254	"Lotus root, raw†"
1092	556	169250	"Potassium, K"	"MG"	11254	"Lotus root, raw†"
1095	0.39	169250	"Zinc, Zn"	"MG"	11254	"Lotus root, raw†"
1051	79.1	169250	"Water"	"G"	11254	"Lotus root, raw†"
1167	0.4	169250	"Niacin"	"MG"	11254	"Lotus root, raw†"
1170	0.377	169250	"Pantothenic acid"	"MG"	11254	"Lotus root, raw†"
1175	0.258	169250	"Vitamin B-6"	"MG"	11254	"Lotus root, raw†"
1212	0.054	169250	"Isoleucine"	"G"	11254	"Lotus root, raw†"
1213	0.069	169250	"Leucine"	"G"	11254	"Lotus root, raw†"
1214	0.094	169250	"Lysine"	"G"	11254	"Lotus root, raw†"
1216	0.022	169250	"Cystine"	"G"	11254	"Lotus root, raw†"
1219	0.055	169250	"Valine"	"G"	11254	"Lotus root, raw†"
1220	0.088	169250	"Arginine"	"G"	11254	"Lotus root, raw†"
1221	0.038	169250	"Histidine"	"G"	11254	"Lotus root, raw†"
1223	0.369	169250	"Aspartic acid"	"G"	11254	"Lotus root, raw†"
1227	0.06	169250	"Serine"	"G"	11254	"Lotus root, raw†"
1265	0.028	169250	"SFA 16:0"	"G"	11254	"Lotus root, raw†"
1266	0.001	169250	"SFA 18:0"	"G"	11254	"Lotus root, raw†"
1268	0.014	169250	"MUFA 18:1"	"G"	11254	"Lotus root, raw†"
1269	0.014	169250	"PUFA 18:2"	"G"	11254	"Lotus root, raw†"
1270	0.006	169250	"PUFA 18:3"	"G"	11254	"Lotus root, raw†"
1277	0.002	169250	"MUFA 20:1"	"G"	11254	"Lotus root, raw†"
1292	0.02	169250	"Fatty acids, total monounsaturated"	"G"	11254	"Lotus root, raw†"
1293	0.02	169250	"Fatty acids, total polyunsaturated"	"G"	11254	"Lotus root, raw†"
1003	2.6	169250	"Protein"	"G"	11254	"Lotus root, raw†"
1007	0.97	169250	"Ash"	"G"	11254	"Lotus root, raw†"
1079	4.9	169250	"Fiber, total dietary"	"G"	11254	"Lotus root, raw†"
1089	1.16	169250	"Iron, Fe"	"MG"	11254	"Lotus root, raw†"
1090	23	169250	"Magnesium, Mg"	"MG"	11254	"Lotus root, raw†"
1091	100	169250	"Phosphorus, P"	"MG"	11254	"Lotus root, raw†"
1093	40	169250	"Sodium, Na"	"MG"	11254	"Lotus root, raw†"
1098	0.257	169250	"Copper, Cu"	"MG"	11254	"Lotus root, raw†"
1101	0.261	169250	"Manganese, Mn"	"MG"	11254	"Lotus root, raw†"
1258	0.03	169250	"Fatty acids, total saturated"	"G"	11254	"Lotus root, raw†"
1264	0	169250	"SFA 14:0"	"G"	11254	"Lotus root, raw†"
1275	0.002	169250	"MUFA 16:1"	"G"	11254	"Lotus root, raw†"
1162	44	169250	"Vitamin C, total ascorbic acid"	"MG"	11254	"Lotus root, raw†"
1165	0.16	169250	"Thiamin"	"MG"	11254	"Lotus root, raw†"
1166	0.22	169250	"Riboflavin"	"MG"	11254	"Lotus root, raw†"
1177	13	169250	"Folate, total"	"UG"	11254	"Lotus root, raw†"
1178	0	169250	"Vitamin B-12"	"UG"	11254	"Lotus root, raw†"
1210	0.02	169250	"Tryptophan"	"G"	11254	"Lotus root, raw†"
1211	0.051	169250	"Threonine"	"G"	11254	"Lotus root, raw†"
1215	0.022	169250	"Methionine"	"G"	11254	"Lotus root, raw†"
1217	0.047	169250	"Phenylalanine"	"G"	11254	"Lotus root, raw†"
1218	0.029	169250	"Tyrosine"	"G"	11254	"Lotus root, raw†"
1222	0.054	169250	"Alanine"	"G"	11254	"Lotus root, raw†"
1224	0.139	169250	"Glutamic acid"	"G"	11254	"Lotus root, raw†"
1225	0.156	169250	"Glycine"	"G"	11254	"Lotus root, raw†"
1226	0.136	169250	"Proline"	"G"	11254	"Lotus root, raw†"
1253	0	169250	"Cholesterol"	"MG"	11254	"Lotus root, raw†"
1114	0	169250	"Vitamin D (D2 + D3)"	"UG"	11254	"Lotus root, raw†"
1187	13	169250	"Folate, food"	"UG"	11254	"Lotus root, raw†"
1103	0.7	169250	"Selenium, Se"	"UG"	11254	"Lotus root, raw†"
1190	13	169250	"Folate, DFE"	"UG"	11254	"Lotus root, raw†"
1057	0	169250	"Caffeine"	"MG"	11254	"Lotus root, raw†"
1058	0	169250	"Theobromine"	"MG"	11254	"Lotus root, raw†"
1123	0	169250	"Lutein + zeaxanthin"	"UG"	11254	"Lotus root, raw†"
1005	17.23	169250	"Carbohydrate, by difference"	"G"	11254	"Lotus root, raw†"
1008	74	169250	"Energy"	"KCAL"	11254	"Lotus root, raw†"
1104	0	169250	"Vitamin A, IU"	"IU"	11254	"Lotus root, raw†"
1062	311	169250	"Energy"	"kJ"	11254	"Lotus root, raw†"
1106	0	169250	"Vitamin A, RAE"	"UG"	11254	"Lotus root, raw†"
1107	0	169250	"Carotene, beta"	"UG"	11254	"Lotus root, raw†"
1108	0	169250	"Carotene, alpha"	"UG"	11254	"Lotus root, raw†"
1120	0	169250	"Cryptoxanthin, beta"	"UG"	11254	"Lotus root, raw†"
1122	0	169250	"Lycopene"	"UG"	11254	"Lotus root, raw†"
1186	0	169251	"Folic acid"	"UG"	11260	"Mushrooms, white, raw†"
1257	0	169251	"Fatty acids, total trans"	"G"	11260	"Mushrooms, white, raw†"
2000	1.98	169251	NA	NA	11260	"Mushrooms, white, raw†"
1262	0	169251	"SFA 10:0"	"G"	11260	"Mushrooms, white, raw†"
1265	0.04	169251	"SFA 16:0"	"G"	11260	"Mushrooms, white, raw†"
1266	0.01	169251	"SFA 18:0"	"G"	11260	"Mushrooms, white, raw†"
1267	0	169251	"SFA 20:0"	"G"	11260	"Mushrooms, white, raw†"
1268	0	169251	"MUFA 18:1"	"G"	11260	"Mushrooms, white, raw†"
1269	0.16	169251	"PUFA 18:2"	"G"	11260	"Mushrooms, white, raw†"
1270	0	169251	"PUFA 18:3"	"G"	11260	"Mushrooms, white, raw†"
1271	0	169251	"PUFA 20:4"	"G"	11260	"Mushrooms, white, raw†"
1276	0	169251	"PUFA 18:4"	"G"	11260	"Mushrooms, white, raw†"
1277	0	169251	"MUFA 20:1"	"G"	11260	"Mushrooms, white, raw†"
1279	0	169251	"MUFA 22:1"	"G"	11260	"Mushrooms, white, raw†"
1292	0	169251	"Fatty acids, total monounsaturated"	"G"	11260	"Mushrooms, white, raw†"
1293	0.16	169251	"Fatty acids, total polyunsaturated"	"G"	11260	"Mushrooms, white, raw†"
1299	0	169251	"SFA 15:0"	"G"	11260	"Mushrooms, white, raw†"
1313	0	169251	"PUFA 20:2 n-6 c,c"	"G"	11260	"Mushrooms, white, raw†"
1325	0	169251	"PUFA 20:3"	"G"	11260	"Mushrooms, white, raw†"
1410	0	169251	NA	NA	11260	"Mushrooms, white, raw†"
1104	0	169251	"Vitamin A, IU"	"IU"	11260	"Mushrooms, white, raw†"
1258	0.05	169251	"Fatty acids, total saturated"	"G"	11260	"Mushrooms, white, raw†"
1261	0	169251	"SFA 8:0"	"G"	11260	"Mushrooms, white, raw†"
1263	0	169251	"SFA 12:0"	"G"	11260	"Mushrooms, white, raw†"
1264	0	169251	"SFA 14:0"	"G"	11260	"Mushrooms, white, raw†"
1272	0	169251	"PUFA 22:6 n-3 (DHA)"	"G"	11260	"Mushrooms, white, raw†"
1273	0	169251	"SFA 22:0"	"G"	11260	"Mushrooms, white, raw†"
1274	0	169251	"MUFA 14:1"	"G"	11260	"Mushrooms, white, raw†"
1275	0	169251	"MUFA 16:1"	"G"	11260	"Mushrooms, white, raw†"
1278	0	169251	"PUFA 2:5 n-3 (EPA)"	"G"	11260	"Mushrooms, white, raw†"
1280	0	169251	"PUFA 22:5 n-3 (DPA)"	"G"	11260	"Mushrooms, white, raw†"
1300	0	169251	"SFA 17:0"	"G"	11260	"Mushrooms, white, raw†"
1301	0	169251	"SFA 24:0"	"G"	11260	"Mushrooms, white, raw†"
1312	0	169251	"MUFA 24:1 c"	"G"	11260	"Mushrooms, white, raw†"
1323	0	169251	"MUFA 17:1"	"G"	11260	"Mushrooms, white, raw†"
1333	0	169251	"MUFA 15:1"	"G"	11260	"Mushrooms, white, raw†"
1411	0	169251	NA	NA	11260	"Mushrooms, white, raw†"
1285	0	169251	"Stigmasterol"	"MG"	11260	"Mushrooms, white, raw†"
1288	0	169251	"Beta-sitosterol"	"MG"	11260	"Mushrooms, white, raw†"
1259	0	169251	"SFA 4:0"	"G"	11260	"Mushrooms, white, raw†"
1260	0	169251	"SFA 6:0"	"G"	11260	"Mushrooms, white, raw†"
1286	2	169251	"Campesterol"	"MG"	11260	"Mushrooms, white, raw†"
1178	0.04	169251	"Vitamin B-12"	"UG"	11260	"Mushrooms, white, raw†"
1018	0	169251	"Alcohol, ethyl"	"G"	11260	"Mushrooms, white, raw†"
1079	1	169251	"Fiber, total dietary"	"G"	11260	"Mushrooms, white, raw†"
1010	0	169251	"Sucrose"	"G"	11260	"Mushrooms, white, raw†"
1011	1.48	169251	"Glucose (dextrose)"	"G"	11260	"Mushrooms, white, raw†"
1014	0	169251	"Maltose"	"G"	11260	"Mushrooms, white, raw†"
1183	0	169251	"Vitamin K (Menaquinone-4)"	"UG"	11260	"Mushrooms, white, raw†"
1004	0.34	169251	"Total lipid (fat)"	"G"	11260	"Mushrooms, white, raw†"
1087	3	169251	"Calcium, Ca"	"MG"	11260	"Mushrooms, white, raw†"
1092	318	169251	"Potassium, K"	"MG"	11260	"Mushrooms, white, raw†"
1095	0.52	169251	"Zinc, Zn"	"MG"	11260	"Mushrooms, white, raw†"
1103	9.3	169251	"Selenium, Se"	"UG"	11260	"Mushrooms, white, raw†"
1109	0.01	169251	"Vitamin E (alpha-tocopherol)"	"MG"	11260	"Mushrooms, white, raw†"
1125	0.01	169251	"Tocopherol, beta"	"MG"	11260	"Mushrooms, white, raw†"
1126	0.01	169251	"Tocopherol, gamma"	"MG"	11260	"Mushrooms, white, raw†"
1128	0.05	169251	"Tocotrienol, alpha"	"MG"	11260	"Mushrooms, white, raw†"
1129	0	169251	"Tocotrienol, beta"	"MG"	11260	"Mushrooms, white, raw†"
1167	3.607	169251	"Niacin"	"MG"	11260	"Mushrooms, white, raw†"
1170	1.497	169251	"Pantothenic acid"	"MG"	11260	"Mushrooms, white, raw†"
1175	0.104	169251	"Vitamin B-6"	"MG"	11260	"Mushrooms, white, raw†"
1184	1	169251	"Vitamin K (Dihydrophylloquinone)"	"UG"	11260	"Mushrooms, white, raw†"
1185	0	169251	"Vitamin K (phylloquinone)"	"UG"	11260	"Mushrooms, white, raw†"
1162	2.1	169251	"Vitamin C, total ascorbic acid"	"MG"	11260	"Mushrooms, white, raw†"
1165	0.081	169251	"Thiamin"	"MG"	11260	"Mushrooms, white, raw†"
1166	0.402	169251	"Riboflavin"	"MG"	11260	"Mushrooms, white, raw†"
1089	0.5	169251	"Iron, Fe"	"MG"	11260	"Mushrooms, white, raw†"
1090	9	169251	"Magnesium, Mg"	"MG"	11260	"Mushrooms, white, raw†"
1091	86	169251	"Phosphorus, P"	"MG"	11260	"Mushrooms, white, raw†"
1093	5	169251	"Sodium, Na"	"MG"	11260	"Mushrooms, white, raw†"
1098	0.318	169251	"Copper, Cu"	"MG"	11260	"Mushrooms, white, raw†"
1101	0.047	169251	"Manganese, Mn"	"MG"	11260	"Mushrooms, white, raw†"
1075	0	169251	"Galactose"	"G"	11260	"Mushrooms, white, raw†"
1127	0.01	169251	"Tocopherol, delta"	"MG"	11260	"Mushrooms, white, raw†"
1130	0	169251	"Tocotrienol, gamma"	"MG"	11260	"Mushrooms, white, raw†"
1131	0	169251	"Tocotrienol, delta"	"MG"	11260	"Mushrooms, white, raw†"
1003	3.09	169251	"Protein"	"G"	11260	"Mushrooms, white, raw†"
1007	0.85	169251	"Ash"	"G"	11260	"Mushrooms, white, raw†"
1009	0	169251	"Starch"	"G"	11260	"Mushrooms, white, raw†"
1012	0.17	169251	"Fructose"	"G"	11260	"Mushrooms, white, raw†"
1013	0	169251	"Lactose"	"G"	11260	"Mushrooms, white, raw†"
1177	17	169251	"Folate, total"	"UG"	11260	"Mushrooms, white, raw†"
1187	17	169251	"Folate, food"	"UG"	11260	"Mushrooms, white, raw†"
1210	0.035	169251	"Tryptophan"	"G"	11260	"Mushrooms, white, raw†"
1211	0.107	169251	"Threonine"	"G"	11260	"Mushrooms, white, raw†"
1215	0.031	169251	"Methionine"	"G"	11260	"Mushrooms, white, raw†"
1217	0.085	169251	"Phenylalanine"	"G"	11260	"Mushrooms, white, raw†"
1218	0.044	169251	"Tyrosine"	"G"	11260	"Mushrooms, white, raw†"
1222	0.199	169251	"Alanine"	"G"	11260	"Mushrooms, white, raw†"
1224	0.343	169251	"Glutamic acid"	"G"	11260	"Mushrooms, white, raw†"
1225	0.092	169251	"Glycine"	"G"	11260	"Mushrooms, white, raw†"
1226	0.076	169251	"Proline"	"G"	11260	"Mushrooms, white, raw†"
1106	0	169251	"Vitamin A, RAE"	"UG"	11260	"Mushrooms, white, raw†"
1062	93	169251	"Energy"	"kJ"	11260	"Mushrooms, white, raw†"
1114	0.2	169251	"Vitamin D (D2 + D3)"	"UG"	11260	"Mushrooms, white, raw†"
1005	3.26	169251	"Carbohydrate, by difference"	"G"	11260	"Mushrooms, white, raw†"
1008	22	169251	"Energy"	"KCAL"	11260	"Mushrooms, white, raw†"
1212	0.076	169251	"Isoleucine"	"G"	11260	"Mushrooms, white, raw†"
1213	0.12	169251	"Leucine"	"G"	11260	"Mushrooms, white, raw†"
1214	0.107	169251	"Lysine"	"G"	11260	"Mushrooms, white, raw†"
1216	0.012	169251	"Cystine"	"G"	11260	"Mushrooms, white, raw†"
1219	0.232	169251	"Valine"	"G"	11260	"Mushrooms, white, raw†"
1220	0.078	169251	"Arginine"	"G"	11260	"Mushrooms, white, raw†"
1221	0.057	169251	"Histidine"	"G"	11260	"Mushrooms, white, raw†"
1223	0.195	169251	"Aspartic acid"	"G"	11260	"Mushrooms, white, raw†"
1227	0.094	169251	"Serine"	"G"	11260	"Mushrooms, white, raw†"
1190	17	169251	"Folate, DFE"	"UG"	11260	"Mushrooms, white, raw†"
1057	0	169251	"Caffeine"	"MG"	11260	"Mushrooms, white, raw†"
1058	0	169251	"Theobromine"	"MG"	11260	"Mushrooms, white, raw†"
1105	0	169251	"Retinol"	"UG"	11260	"Mushrooms, white, raw†"
1253	0	169251	"Cholesterol"	"MG"	11260	"Mushrooms, white, raw†"
1198	9.4	169251	"Betaine"	"MG"	11260	"Mushrooms, white, raw†"
1180	17.3	169251	"Choline, total"	"MG"	11260	"Mushrooms, white, raw†"
1112	0	169251	"Vitamin D3 (cholecalciferol)"	"UG"	11260	"Mushrooms, white, raw†"
1110	7	169251	"Vitamin D (D2 + D3), International Units"	"IU"	11260	"Mushrooms, white, raw†"
1111	0.2	169251	"Vitamin D2 (ergocalciferol)"	"UG"	11260	"Mushrooms, white, raw†"
1051	92.45	169251	"Water"	"G"	11260	"Mushrooms, white, raw†"
1242	0	169251	"Vitamin E, added"	"MG"	11260	"Mushrooms, white, raw†"
1246	0	169251	"Vitamin B-12, added"	"UG"	11260	"Mushrooms, white, raw†"
1123	0	169251	"Lutein + zeaxanthin"	"UG"	11260	"Mushrooms, white, raw†"
1120	0	169251	"Cryptoxanthin, beta"	"UG"	11260	"Mushrooms, white, raw†"
1122	0	169251	"Lycopene"	"UG"	11260	"Mushrooms, white, raw†"
1107	0	169251	"Carotene, beta"	"UG"	11260	"Mushrooms, white, raw†"
1108	0	169251	"Carotene, alpha"	"UG"	11260	"Mushrooms, white, raw†"
1186	0	169255	"Folic acid"	"UG"	11265	"Mushrooms, portabella, raw†"
1010	0	169255	"Sucrose"	"G"	11265	"Mushrooms, portabella, raw†"
1014	0	169255	"Maltose"	"G"	11265	"Mushrooms, portabella, raw†"
1129	0	169255	"Tocotrienol, beta"	"MG"	11265	"Mushrooms, portabella, raw†"
1125	0	169255	"Tocopherol, beta"	"MG"	11265	"Mushrooms, portabella, raw†"
1126	0	169255	"Tocopherol, gamma"	"MG"	11265	"Mushrooms, portabella, raw†"
1259	0	169255	"SFA 4:0"	"G"	11265	"Mushrooms, portabella, raw†"
1285	0	169255	"Stigmasterol"	"MG"	11265	"Mushrooms, portabella, raw†"
1288	0	169255	"Beta-sitosterol"	"MG"	11265	"Mushrooms, portabella, raw†"
1305	0	169255	"TFA 22:1 t"	"G"	11265	"Mushrooms, portabella, raw†"
1306	0	169255	"TFA 18:2 t not further defined"	"G"	11265	"Mushrooms, portabella, raw†"
1311	0	169255	"PUFA 18:2 CLAs"	"G"	11265	"Mushrooms, portabella, raw†"
1313	0	169255	"PUFA 20:2 n-6 c,c"	"G"	11265	"Mushrooms, portabella, raw†"
1321	0	169255	"PUFA 18:3 n-6 c,c,c"	"G"	11265	"Mushrooms, portabella, raw†"
1325	0	169255	"PUFA 20:3"	"G"	11265	"Mushrooms, portabella, raw†"
1331	0	169255	"Fatty acids, total trans-polyenoic"	"G"	11265	"Mushrooms, portabella, raw†"
1406	0	169255	NA	NA	11265	"Mushrooms, portabella, raw†"
1013	0	169255	"Lactose"	"G"	11265	"Mushrooms, portabella, raw†"
1075	0	169255	"Galactose"	"G"	11265	"Mushrooms, portabella, raw†"
1127	0	169255	"Tocopherol, delta"	"MG"	11265	"Mushrooms, portabella, raw†"
1130	0	169255	"Tocotrienol, gamma"	"MG"	11265	"Mushrooms, portabella, raw†"
1131	0	169255	"Tocotrienol, delta"	"MG"	11265	"Mushrooms, portabella, raw†"
1185	0	169255	"Vitamin K (phylloquinone)"	"UG"	11265	"Mushrooms, portabella, raw†"
1286	2	169255	"Campesterol"	"MG"	11265	"Mushrooms, portabella, raw†"
1301	0	169255	"SFA 24:0"	"G"	11265	"Mushrooms, portabella, raw†"
1312	0	169255	"MUFA 24:1 c"	"G"	11265	"Mushrooms, portabella, raw†"
1317	0	169255	"MUFA 22:1 c"	"G"	11265	"Mushrooms, portabella, raw†"
1323	0	169255	"MUFA 17:1"	"G"	11265	"Mushrooms, portabella, raw†"
1333	0	169255	"MUFA 15:1"	"G"	11265	"Mushrooms, portabella, raw†"
1404	0	169255	NA	NA	11265	"Mushrooms, portabella, raw†"
1405	0	169255	NA	NA	11265	"Mushrooms, portabella, raw†"
1411	0	169255	NA	NA	11265	"Mushrooms, portabella, raw†"
1275	0.008	169255	"MUFA 16:1"	"G"	11265	"Mushrooms, portabella, raw†"
1315	0.014	169255	"MUFA 18:1 c"	"G"	11265	"Mushrooms, portabella, raw†"
