"nutrient_id"	"amount"	"fdc_id"	"name"	"unit_name"	"NDB_number"	"Food_Name"
1131	0	171329	"Tocotrienol, delta"	"MG"	2028	"Spices, paprika"
1184	0	171329	"Vitamin K (Dihydrophylloquinone)"	"UG"	2028	"Spices, paprika"
1185	80.3	171329	"Vitamin K (phylloquinone)"	"UG"	2028	"Spices, paprika"
1075	0.19	171329	"Galactose"	"G"	2028	"Spices, paprika"
1012	6.71	171329	"Fructose"	"G"	2028	"Spices, paprika"
1013	0	171329	"Lactose"	"G"	2028	"Spices, paprika"
1110	0	171329	"Vitamin D (D2 + D3), International Units"	"IU"	2028	"Spices, paprika"
1018	0	171329	"Alcohol, ethyl"	"G"	2028	"Spices, paprika"
1180	51.5	171329	"Choline, total"	"MG"	2028	"Spices, paprika"
1198	7.1	171329	"Betaine"	"MG"	2028	"Spices, paprika"
1323	0	171329	"MUFA 17:1"	"G"	2028	"Spices, paprika"
1333	0	171329	"MUFA 15:1"	"G"	2028	"Spices, paprika"
1278	0	171329	"PUFA 2:5 n-3 (EPA)"	"G"	2028	"Spices, paprika"
1274	0	171329	"MUFA 14:1"	"G"	2028	"Spices, paprika"
1300	0	171329	"SFA 17:0"	"G"	2028	"Spices, paprika"
1301	0	171329	"SFA 24:0"	"G"	2028	"Spices, paprika"
1312	0	171329	"MUFA 24:1 c"	"G"	2028	"Spices, paprika"
1120	6186	171329	"Cryptoxanthin, beta"	"UG"	2028	"Spices, paprika"
1122	0	171329	"Lycopene"	"UG"	2028	"Spices, paprika"
1261	0	171329	"SFA 8:0"	"G"	2028	"Spices, paprika"
1272	0	171329	"PUFA 22:6 n-3 (DHA)"	"G"	2028	"Spices, paprika"
1106	2463	171329	"Vitamin A, RAE"	"UG"	2028	"Spices, paprika"
1107	26162	171329	"Carotene, beta"	"UG"	2028	"Spices, paprika"
1108	595	171329	"Carotene, alpha"	"UG"	2028	"Spices, paprika"
1079	34.9	171329	"Fiber, total dietary"	"G"	2028	"Spices, paprika"
1089	21.14	171329	"Iron, Fe"	"MG"	2028	"Spices, paprika"
1090	178	171329	"Magnesium, Mg"	"MG"	2028	"Spices, paprika"
1091	314	171329	"Phosphorus, P"	"MG"	2028	"Spices, paprika"
1093	68	171329	"Sodium, Na"	"MG"	2028	"Spices, paprika"
1098	0.713	171329	"Copper, Cu"	"MG"	2028	"Spices, paprika"
1101	1.59	171329	"Manganese, Mn"	"MG"	2028	"Spices, paprika"
1104	49254	171329	"Vitamin A, IU"	"IU"	2028	"Spices, paprika"
1162	0.9	171329	"Vitamin C, total ascorbic acid"	"MG"	2028	"Spices, paprika"
1165	0.33	171329	"Thiamin"	"MG"	2028	"Spices, paprika"
1166	1.23	171329	"Riboflavin"	"MG"	2028	"Spices, paprika"
1177	49	171329	"Folate, total"	"UG"	2028	"Spices, paprika"
1210	0.07	171329	"Tryptophan"	"G"	2028	"Spices, paprika"
1211	0.49	171329	"Threonine"	"G"	2028	"Spices, paprika"
1215	0.2	171329	"Methionine"	"G"	2028	"Spices, paprika"
1217	0.61	171329	"Phenylalanine"	"G"	2028	"Spices, paprika"
1218	0.38	171329	"Tyrosine"	"G"	2028	"Spices, paprika"
1222	0.64	171329	"Alanine"	"G"	2028	"Spices, paprika"
1224	2.26	171329	"Glutamic acid"	"G"	2028	"Spices, paprika"
1225	0.78	171329	"Glycine"	"G"	2028	"Spices, paprika"
1226	2.31	171329	"Proline"	"G"	2028	"Spices, paprika"
1228	0	171329	"Hydroxyproline"	"G"	2028	"Spices, paprika"
1003	14.14	171329	"Protein"	"G"	2028	"Spices, paprika"
1007	7.74	171329	"Ash"	"G"	2028	"Spices, paprika"
1279	0	171329	"MUFA 22:1"	"G"	2028	"Spices, paprika"
1123	18944	171329	"Lutein + zeaxanthin"	"UG"	2028	"Spices, paprika"
1087	229	171329	"Calcium, Ca"	"MG"	2028	"Spices, paprika"
1092	2280	171329	"Potassium, K"	"MG"	2028	"Spices, paprika"
1095	4.33	171329	"Zinc, Zn"	"MG"	2028	"Spices, paprika"
1103	6.3	171329	"Selenium, Se"	"UG"	2028	"Spices, paprika"
1051	11.24	171329	"Water"	"G"	2028	"Spices, paprika"
1004	12.89	171329	"Total lipid (fat)"	"G"	2028	"Spices, paprika"
1212	0.57	171329	"Isoleucine"	"G"	2028	"Spices, paprika"
1213	0.92	171329	"Leucine"	"G"	2028	"Spices, paprika"
1214	0.69	171329	"Lysine"	"G"	2028	"Spices, paprika"
1216	0.23	171329	"Cystine"	"G"	2028	"Spices, paprika"
1219	0.75	171329	"Valine"	"G"	2028	"Spices, paprika"
1220	0.89	171329	"Arginine"	"G"	2028	"Spices, paprika"
1221	0.25	171329	"Histidine"	"G"	2028	"Spices, paprika"
1223	2.85	171329	"Aspartic acid"	"G"	2028	"Spices, paprika"
1227	0.61	171329	"Serine"	"G"	2028	"Spices, paprika"
1259	0	171329	"SFA 4:0"	"G"	2028	"Spices, paprika"
1260	0	171329	"SFA 6:0"	"G"	2028	"Spices, paprika"
1262	0	171329	"SFA 10:0"	"G"	2028	"Spices, paprika"
1167	10.06	171329	"Niacin"	"MG"	2028	"Spices, paprika"
1170	2.51	171329	"Pantothenic acid"	"MG"	2028	"Spices, paprika"
1175	2.141	171329	"Vitamin B-6"	"MG"	2028	"Spices, paprika"
1271	0	171329	"PUFA 20:4"	"G"	2028	"Spices, paprika"
1299	0	171329	"SFA 15:0"	"G"	2028	"Spices, paprika"
1304	0	171329	"TFA 18:1 t"	"G"	2028	"Spices, paprika"
1313	0	171329	"PUFA 20:2 n-6 c,c"	"G"	2028	"Spices, paprika"
1321	0	171329	"PUFA 18:3 n-6 c,c,c"	"G"	2028	"Spices, paprika"
1325	0	171329	"PUFA 20:3"	"G"	2028	"Spices, paprika"
1332	0	171329	"SFA 13:0"	"G"	2028	"Spices, paprika"
1292	1.695	171329	"Fatty acids, total monounsaturated"	"G"	2028	"Spices, paprika"
1293	7.766	171329	"Fatty acids, total polyunsaturated"	"G"	2028	"Spices, paprika"
1276	0	171329	"PUFA 18:4"	"G"	2028	"Spices, paprika"
1277	0.023	171329	"MUFA 20:1"	"G"	2028	"Spices, paprika"
1190	49	171329	"Folate, DFE"	"UG"	2028	"Spices, paprika"
1265	1.468	171329	"SFA 16:0"	"G"	2028	"Spices, paprika"
1266	0.337	171329	"SFA 18:0"	"G"	2028	"Spices, paprika"
1267	0.047	171329	"SFA 20:0"	"G"	2028	"Spices, paprika"
1268	1.603	171329	"MUFA 18:1"	"G"	2028	"Spices, paprika"
1269	7.314	171329	"PUFA 18:2"	"G"	2028	"Spices, paprika"
1270	0.453	171329	"PUFA 18:3"	"G"	2028	"Spices, paprika"
1005	53.99	171329	"Carbohydrate, by difference"	"G"	2028	"Spices, paprika"
1008	282	171329	"Energy"	"KCAL"	2028	"Spices, paprika"
1187	49	171329	"Folate, food"	"UG"	2028	"Spices, paprika"
1062	1181	171329	"Energy"	"kJ"	2028	"Spices, paprika"
1404	0.453	171329	NA	NA	2028	"Spices, paprika"
1273	0.047	171329	"SFA 22:0"	"G"	2028	"Spices, paprika"
1263	0.068	171329	"SFA 12:0"	"G"	2028	"Spices, paprika"
1264	0.172	171329	"SFA 14:0"	"G"	2028	"Spices, paprika"
1258	2.14	171329	"Fatty acids, total saturated"	"G"	2028	"Spices, paprika"
1315	1.603	171329	"MUFA 18:1 c"	"G"	2028	"Spices, paprika"
1275	0.069	171329	"MUFA 16:1"	"G"	2028	"Spices, paprika"
1105	0	171329	"Retinol"	"UG"	2028	"Spices, paprika"
1242	0	171329	"Vitamin E, added"	"MG"	2028	"Spices, paprika"
1246	0	171329	"Vitamin B-12, added"	"UG"	2028	"Spices, paprika"
1114	0	171329	"Vitamin D (D2 + D3)"	"UG"	2028	"Spices, paprika"
1057	0	171329	"Caffeine"	"MG"	2028	"Spices, paprika"
1058	0	171329	"Theobromine"	"MG"	2028	"Spices, paprika"
1253	0	171330	"Cholesterol"	"MG"	2033	"Spices, poppy seed"
1178	0	171330	"Vitamin B-12"	"UG"	2033	"Spices, poppy seed"
1186	0	171330	"Folic acid"	"UG"	2033	"Spices, poppy seed"
1123	0	171330	"Lutein + zeaxanthin"	"UG"	2033	"Spices, poppy seed"
1057	0	171330	"Caffeine"	"MG"	2033	"Spices, poppy seed"
1058	0	171330	"Theobromine"	"MG"	2033	"Spices, poppy seed"
1129	0	171330	"Tocotrienol, beta"	"MG"	2033	"Spices, poppy seed"
1184	0	171330	"Vitamin K (Dihydrophylloquinone)"	"UG"	2033	"Spices, poppy seed"
1185	0	171330	"Vitamin K (phylloquinone)"	"UG"	2033	"Spices, poppy seed"
1120	0	171330	"Cryptoxanthin, beta"	"UG"	2033	"Spices, poppy seed"
1122	0	171330	"Lycopene"	"UG"	2033	"Spices, poppy seed"
1107	0	171330	"Carotene, beta"	"UG"	2033	"Spices, poppy seed"
1108	0	171330	"Carotene, alpha"	"UG"	2033	"Spices, poppy seed"
1131	0	171330	"Tocotrienol, delta"	"MG"	2033	"Spices, poppy seed"
1110	0	171330	"Vitamin D (D2 + D3), International Units"	"IU"	2033	"Spices, poppy seed"
1285	7	171330	"Stigmasterol"	"MG"	2033	"Spices, poppy seed"
1288	109	171330	"Beta-sitosterol"	"MG"	2033	"Spices, poppy seed"
1286	29	171330	"Campesterol"	"MG"	2033	"Spices, poppy seed"
1105	0	171330	"Retinol"	"UG"	2033	"Spices, poppy seed"
1004	41.56	171330	"Total lipid (fat)"	"G"	2033	"Spices, poppy seed"
1010	2.33	171330	"Sucrose"	"G"	2033	"Spices, poppy seed"
1011	0.37	171330	"Glucose (dextrose)"	"G"	2033	"Spices, poppy seed"
1125	8.3	171330	"Tocopherol, beta"	"MG"	2033	"Spices, poppy seed"
1126	8.82	171330	"Tocopherol, gamma"	"MG"	2033	"Spices, poppy seed"
1128	0.15	171330	"Tocotrienol, alpha"	"MG"	2033	"Spices, poppy seed"
2000	2.99	171330	NA	NA	2033	"Spices, poppy seed"
1087	1438	171330	"Calcium, Ca"	"MG"	2033	"Spices, poppy seed"
1092	719	171330	"Potassium, K"	"MG"	2033	"Spices, poppy seed"
1095	7.9	171330	"Zinc, Zn"	"MG"	2033	"Spices, poppy seed"
1103	13.5	171330	"Selenium, Se"	"UG"	2033	"Spices, poppy seed"
1109	1.77	171330	"Vitamin E (alpha-tocopherol)"	"MG"	2033	"Spices, poppy seed"
1051	5.95	171330	"Water"	"G"	2033	"Spices, poppy seed"
1167	0.896	171330	"Niacin"	"MG"	2033	"Spices, poppy seed"
1170	0.324	171330	"Pantothenic acid"	"MG"	2033	"Spices, poppy seed"
1175	0.247	171330	"Vitamin B-6"	"MG"	2033	"Spices, poppy seed"
1212	0.819	171330	"Isoleucine"	"G"	2033	"Spices, poppy seed"
1213	1.321	171330	"Leucine"	"G"	2033	"Spices, poppy seed"
1214	0.952	171330	"Lysine"	"G"	2033	"Spices, poppy seed"
1216	0.297	171330	"Cystine"	"G"	2033	"Spices, poppy seed"
1219	1.095	171330	"Valine"	"G"	2033	"Spices, poppy seed"
1220	1.945	171330	"Arginine"	"G"	2033	"Spices, poppy seed"
1221	0.471	171330	"Histidine"	"G"	2033	"Spices, poppy seed"
1223	2.365	171330	"Aspartic acid"	"G"	2033	"Spices, poppy seed"
1227	0.952	171330	"Serine"	"G"	2033	"Spices, poppy seed"
1165	0.854	171330	"Thiamin"	"MG"	2033	"Spices, poppy seed"
1166	0.1	171330	"Riboflavin"	"MG"	2033	"Spices, poppy seed"
1177	82	171330	"Folate, total"	"UG"	2033	"Spices, poppy seed"
1003	17.99	171330	"Protein"	"G"	2033	"Spices, poppy seed"
1007	6.37	171330	"Ash"	"G"	2033	"Spices, poppy seed"
1012	0.29	171330	"Fructose"	"G"	2033	"Spices, poppy seed"
1079	19.5	171330	"Fiber, total dietary"	"G"	2033	"Spices, poppy seed"
1089	9.76	171330	"Iron, Fe"	"MG"	2033	"Spices, poppy seed"
1090	347	171330	"Magnesium, Mg"	"MG"	2033	"Spices, poppy seed"
1091	870	171330	"Phosphorus, P"	"MG"	2033	"Spices, poppy seed"
1093	26	171330	"Sodium, Na"	"MG"	2033	"Spices, poppy seed"
1098	1.627	171330	"Copper, Cu"	"MG"	2033	"Spices, poppy seed"
1101	6.707	171330	"Manganese, Mn"	"MG"	2033	"Spices, poppy seed"
1127	0.23	171330	"Tocopherol, delta"	"MG"	2033	"Spices, poppy seed"
1130	0.13	171330	"Tocotrienol, gamma"	"MG"	2033	"Spices, poppy seed"
1210	0.184	171330	"Tryptophan"	"G"	2033	"Spices, poppy seed"
1211	0.686	171330	"Threonine"	"G"	2033	"Spices, poppy seed"
1215	0.502	171330	"Methionine"	"G"	2033	"Spices, poppy seed"
1217	0.758	171330	"Phenylalanine"	"G"	2033	"Spices, poppy seed"
1218	0.727	171330	"Tyrosine"	"G"	2033	"Spices, poppy seed"
1222	0.839	171330	"Alanine"	"G"	2033	"Spices, poppy seed"
1224	4.299	171330	"Glutamic acid"	"G"	2033	"Spices, poppy seed"
1225	0.952	171330	"Glycine"	"G"	2033	"Spices, poppy seed"
1226	2.754	171330	"Proline"	"G"	2033	"Spices, poppy seed"
1315	5.864	171330	"MUFA 18:1 c"	"G"	2033	"Spices, poppy seed"
1323	0	171330	"MUFA 17:1"	"G"	2033	"Spices, poppy seed"
1329	0	171330	"Fatty acids, total trans-monoenoic"	"G"	2033	"Spices, poppy seed"
1333	0	171330	"MUFA 15:1"	"G"	2033	"Spices, poppy seed"
1404	0.273	171330	NA	NA	2033	"Spices, poppy seed"
1300	0	171330	"SFA 17:0"	"G"	2033	"Spices, poppy seed"
1301	0	171330	"SFA 24:0"	"G"	2033	"Spices, poppy seed"
1312	0	171330	"MUFA 24:1 c"	"G"	2033	"Spices, poppy seed"
1187	82	171330	"Folate, food"	"UG"	2033	"Spices, poppy seed"
1257	0	171330	"Fatty acids, total trans"	"G"	2033	"Spices, poppy seed"
1258	4.517	171330	"Fatty acids, total saturated"	"G"	2033	"Spices, poppy seed"
1261	0	171330	"SFA 8:0"	"G"	2033	"Spices, poppy seed"
1263	0	171330	"SFA 12:0"	"G"	2033	"Spices, poppy seed"
1264	0.077	171330	"SFA 14:0"	"G"	2033	"Spices, poppy seed"
1272	0	171330	"PUFA 22:6 n-3 (DHA)"	"G"	2033	"Spices, poppy seed"
1273	0	171330	"SFA 22:0"	"G"	2033	"Spices, poppy seed"
1274	0	171330	"MUFA 14:1"	"G"	2033	"Spices, poppy seed"
1275	0.039	171330	"MUFA 16:1"	"G"	2033	"Spices, poppy seed"
1278	0	171330	"PUFA 2:5 n-3 (EPA)"	"G"	2033	"Spices, poppy seed"
1280	0	171330	"PUFA 22:5 n-3 (DPA)"	"G"	2033	"Spices, poppy seed"
1228	0	171330	"Hydroxyproline"	"G"	2033	"Spices, poppy seed"
1162	1	171330	"Vitamin C, total ascorbic acid"	"MG"	2033	"Spices, poppy seed"
1104	0	171330	"Vitamin A, IU"	"IU"	2033	"Spices, poppy seed"
1013	0	171330	"Lactose"	"G"	2033	"Spices, poppy seed"
1106	0	171330	"Vitamin A, RAE"	"UG"	2033	"Spices, poppy seed"
1062	2196	171330	"Energy"	"kJ"	2033	"Spices, poppy seed"
1075	0	171330	"Galactose"	"G"	2033	"Spices, poppy seed"
1190	82	171330	"Folate, DFE"	"UG"	2033	"Spices, poppy seed"
1014	0	171330	"Maltose"	"G"	2033	"Spices, poppy seed"
1005	28.13	171330	"Carbohydrate, by difference"	"G"	2033	"Spices, poppy seed"
1008	525	171330	"Energy"	"KCAL"	2033	"Spices, poppy seed"
1292	5.982	171330	"Fatty acids, total monounsaturated"	"G"	2033	"Spices, poppy seed"
1293	28.569	171330	"Fatty acids, total polyunsaturated"	"G"	2033	"Spices, poppy seed"
1299	0	171330	"SFA 15:0"	"G"	2033	"Spices, poppy seed"
1304	0	171330	"TFA 18:1 t"	"G"	2033	"Spices, poppy seed"
1313	0	171330	"PUFA 20:2 n-6 c,c"	"G"	2033	"Spices, poppy seed"
1321	0	171330	"PUFA 18:3 n-6 c,c,c"	"G"	2033	"Spices, poppy seed"
1325	0	171330	"PUFA 20:3"	"G"	2033	"Spices, poppy seed"
1332	0	171330	"SFA 13:0"	"G"	2033	"Spices, poppy seed"
1259	0	171330	"SFA 4:0"	"G"	2033	"Spices, poppy seed"
1260	0.037	171330	"SFA 6:0"	"G"	2033	"Spices, poppy seed"
1262	0	171330	"SFA 10:0"	"G"	2033	"Spices, poppy seed"
1265	3.581	171330	"SFA 16:0"	"G"	2033	"Spices, poppy seed"
1266	0.782	171330	"SFA 18:0"	"G"	2033	"Spices, poppy seed"
1267	0.039	171330	"SFA 20:0"	"G"	2033	"Spices, poppy seed"
1268	5.864	171330	"MUFA 18:1"	"G"	2033	"Spices, poppy seed"
1269	28.295	171330	"PUFA 18:2"	"G"	2033	"Spices, poppy seed"
1270	0.273	171330	"PUFA 18:3"	"G"	2033	"Spices, poppy seed"
1271	0	171330	"PUFA 20:4"	"G"	2033	"Spices, poppy seed"
1276	0	171330	"PUFA 18:4"	"G"	2033	"Spices, poppy seed"
1277	0.078	171330	"MUFA 20:1"	"G"	2033	"Spices, poppy seed"
1279	0	171330	"MUFA 22:1"	"G"	2033	"Spices, poppy seed"
1242	0	171330	"Vitamin E, added"	"MG"	2033	"Spices, poppy seed"
1246	0	171330	"Vitamin B-12, added"	"UG"	2033	"Spices, poppy seed"
1114	0	171330	"Vitamin D (D2 + D3)"	"UG"	2033	"Spices, poppy seed"
1018	0	171330	"Alcohol, ethyl"	"G"	2033	"Spices, poppy seed"
1198	0.9	171330	"Betaine"	"MG"	2033	"Spices, poppy seed"
1180	8.8	171330	"Choline, total"	"MG"	2033	"Spices, poppy seed"
1062	1387	171333	"Energy"	"kJ"	2036	"Spices, rosemary, dried"
1003	4.88	171333	"Protein"	"G"	2036	"Spices, rosemary, dried"
1007	6.53	171333	"Ash"	"G"	2036	"Spices, rosemary, dried"
1089	29.25	171333	"Iron, Fe"	"MG"	2036	"Spices, rosemary, dried"
1090	220	171333	"Magnesium, Mg"	"MG"	2036	"Spices, rosemary, dried"
1091	70	171333	"Phosphorus, P"	"MG"	2036	"Spices, rosemary, dried"
1093	50	171333	"Sodium, Na"	"MG"	2036	"Spices, rosemary, dried"
1098	0.55	171333	"Copper, Cu"	"MG"	2036	"Spices, rosemary, dried"
1101	1.867	171333	"Manganese, Mn"	"MG"	2036	"Spices, rosemary, dried"
1104	3128	171333	"Vitamin A, IU"	"IU"	2036	"Spices, rosemary, dried"
1253	0	171333	"Cholesterol"	"MG"	2036	"Spices, rosemary, dried"
1162	61.2	171333	"Vitamin C, total ascorbic acid"	"MG"	2036	"Spices, rosemary, dried"
1165	0.514	171333	"Thiamin"	"MG"	2036	"Spices, rosemary, dried"
1178	0	171333	"Vitamin B-12"	"UG"	2036	"Spices, rosemary, dried"
1283	58	171333	"Phytosterols"	"MG"	2036	"Spices, rosemary, dried"
1004	15.22	171333	"Total lipid (fat)"	"G"	2036	"Spices, rosemary, dried"
1005	64.06	171333	"Carbohydrate, by difference"	"G"	2036	"Spices, rosemary, dried"
1008	331	171333	"Energy"	"KCAL"	2036	"Spices, rosemary, dried"
1051	9.31	171333	"Water"	"G"	2036	"Spices, rosemary, dried"
1087	1280	171333	"Calcium, Ca"	"MG"	2036	"Spices, rosemary, dried"
1092	955	171333	"Potassium, K"	"MG"	2036	"Spices, rosemary, dried"
1095	3.23	171333	"Zinc, Zn"	"MG"	2036	"Spices, rosemary, dried"
1167	1	171333	"Niacin"	"MG"	2036	"Spices, rosemary, dried"
1186	0	171333	"Folic acid"	"UG"	2036	"Spices, rosemary, dried"
1110	0	171333	"Vitamin D (D2 + D3), International Units"	"IU"	2036	"Spices, rosemary, dried"
1105	0	171333	"Retinol"	"UG"	2036	"Spices, rosemary, dried"
1187	307	171333	"Folate, food"	"UG"	2036	"Spices, rosemary, dried"
1106	156	171333	"Vitamin A, RAE"	"UG"	2036	"Spices, rosemary, dried"
1079	42.6	171333	"Fiber, total dietary"	"G"	2036	"Spices, rosemary, dried"
1190	307	171333	"Folate, DFE"	"UG"	2036	"Spices, rosemary, dried"
1259	0	171333	"SFA 4:0"	"G"	2036	"Spices, rosemary, dried"
1260	0	171333	"SFA 6:0"	"G"	2036	"Spices, rosemary, dried"
1262	0.05	171333	"SFA 10:0"	"G"	2036	"Spices, rosemary, dried"
1265	4.991	171333	"SFA 16:0"	"G"	2036	"Spices, rosemary, dried"
1266	0.6	171333	"SFA 18:0"	"G"	2036	"Spices, rosemary, dried"
1267	0.379	171333	"SFA 20:0"	"G"	2036	"Spices, rosemary, dried"
1268	2.66	171333	"MUFA 18:1"	"G"	2036	"Spices, rosemary, dried"
1269	1.16	171333	"PUFA 18:2"	"G"	2036	"Spices, rosemary, dried"
1270	1.076	171333	"PUFA 18:3"	"G"	2036	"Spices, rosemary, dried"
1271	0	171333	"PUFA 20:4"	"G"	2036	"Spices, rosemary, dried"
1276	0	171333	"PUFA 18:4"	"G"	2036	"Spices, rosemary, dried"
1277	0.125	171333	"MUFA 20:1"	"G"	2036	"Spices, rosemary, dried"
1279	0	171333	"MUFA 22:1"	"G"	2036	"Spices, rosemary, dried"
1292	3.014	171333	"Fatty acids, total monounsaturated"	"G"	2036	"Spices, rosemary, dried"
1293	2.339	171333	"Fatty acids, total polyunsaturated"	"G"	2036	"Spices, rosemary, dried"
1299	0.131	171333	"SFA 15:0"	"G"	2036	"Spices, rosemary, dried"
1103	4.6	171333	"Selenium, Se"	"UG"	2036	"Spices, rosemary, dried"
1018	0	171333	"Alcohol, ethyl"	"G"	2036	"Spices, rosemary, dried"
1258	7.371	171333	"Fatty acids, total saturated"	"G"	2036	"Spices, rosemary, dried"
1261	0	171333	"SFA 8:0"	"G"	2036	"Spices, rosemary, dried"
1263	0.037	171333	"SFA 12:0"	"G"	2036	"Spices, rosemary, dried"
1264	0.315	171333	"SFA 14:0"	"G"	2036	"Spices, rosemary, dried"
1272	0	171333	"PUFA 22:6 n-3 (DHA)"	"G"	2036	"Spices, rosemary, dried"
1273	0.387	171333	"SFA 22:0"	"G"	2036	"Spices, rosemary, dried"
1274	0.059	171333	"MUFA 14:1"	"G"	2036	"Spices, rosemary, dried"
1275	0.17	171333	"MUFA 16:1"	"G"	2036	"Spices, rosemary, dried"
1278	0	171333	"PUFA 2:5 n-3 (EPA)"	"G"	2036	"Spices, rosemary, dried"
1280	0	171333	"PUFA 22:5 n-3 (DPA)"	"G"	2036	"Spices, rosemary, dried"
1300	0.094	171333	"SFA 17:0"	"G"	2036	"Spices, rosemary, dried"
1301	0.294	171333	"SFA 24:0"	"G"	2036	"Spices, rosemary, dried"
1166	0.428	171333	"Riboflavin"	"MG"	2036	"Spices, rosemary, dried"
1177	307	171333	"Folate, total"	"UG"	2036	"Spices, rosemary, dried"
1114	0	171333	"Vitamin D (D2 + D3)"	"UG"	2036	"Spices, rosemary, dried"
1175	1.74	171333	"Vitamin B-6"	"MG"	2036	"Spices, rosemary, dried"
1186	0	171456	"Folic acid"	"UG"	5023	"Chicken, gizzard, all classes, raw†"
1178	1.21	171456	"Vitamin B-12"	"UG"	5023	"Chicken, gizzard, all classes, raw†"
1253	240	171456	"Cholesterol"	"MG"	5023	"Chicken, gizzard, all classes, raw†"
1257	0.06	171456	"Fatty acids, total trans"	"G"	5023	"Chicken, gizzard, all classes, raw†"
1258	0.529	171456	"Fatty acids, total saturated"	"G"	5023	"Chicken, gizzard, all classes, raw†"
1261	0	171456	"SFA 8:0"	"G"	5023	"Chicken, gizzard, all classes, raw†"
1263	0	171456	"SFA 12:0"	"G"	5023	"Chicken, gizzard, all classes, raw†"
1264	0.007	171456	"SFA 14:0"	"G"	5023	"Chicken, gizzard, all classes, raw†"
1272	0	171456	"PUFA 22:6 n-3 (DHA)"	"G"	5023	"Chicken, gizzard, all classes, raw†"
1273	0.004	171456	"SFA 22:0"	"G"	5023	"Chicken, gizzard, all classes, raw†"
1274	0	171456	"MUFA 14:1"	"G"	5023	"Chicken, gizzard, all classes, raw†"
1275	0.073	171456	"MUFA 16:1"	"G"	5023	"Chicken, gizzard, all classes, raw†"
1278	0	171456	"PUFA 2:5 n-3 (EPA)"	"G"	5023	"Chicken, gizzard, all classes, raw†"
1280	0	171456	"PUFA 22:5 n-3 (DPA)"	"G"	5023	"Chicken, gizzard, all classes, raw†"
1300	0.003	171456	"SFA 17:0"	"G"	5023	"Chicken, gizzard, all classes, raw†"
1333	0	171456	"MUFA 15:1"	"G"	5023	"Chicken, gizzard, all classes, raw†"
1404	0.009	171456	NA	NA	5023	"Chicken, gizzard, all classes, raw†"
1003	17.66	171456	"Protein"	"G"	5023	"Chicken, gizzard, all classes, raw†"
1007	0.95	171456	"Ash"	"G"	5023	"Chicken, gizzard, all classes, raw†"
1018	0	171456	"Alcohol, ethyl"	"G"	5023	"Chicken, gizzard, all classes, raw†"
1162	3.7	171456	"Vitamin C, total ascorbic acid"	"MG"	5023	"Chicken, gizzard, all classes, raw†"
1165	0.028	171456	"Thiamin"	"MG"	5023	"Chicken, gizzard, all classes, raw†"
1166	0.231	171456	"Riboflavin"	"MG"	5023	"Chicken, gizzard, all classes, raw†"
1089	2.49	171456	"Iron, Fe"	"MG"	5023	"Chicken, gizzard, all classes, raw†"
1090	15	171456	"Magnesium, Mg"	"MG"	5023	"Chicken, gizzard, all classes, raw†"
1091	148	171456	"Phosphorus, P"	"MG"	5023	"Chicken, gizzard, all classes, raw†"
1093	69	171456	"Sodium, Na"	"MG"	5023	"Chicken, gizzard, all classes, raw†"
1098	0.116	171456	"Copper, Cu"	"MG"	5023	"Chicken, gizzard, all classes, raw†"
1101	0.055	171456	"Manganese, Mn"	"MG"	5023	"Chicken, gizzard, all classes, raw†"
1104	64	171456	"Vitamin A, IU"	"IU"	5023	"Chicken, gizzard, all classes, raw†"
1105	19	171456	"Retinol"	"UG"	5023	"Chicken, gizzard, all classes, raw†"
1106	19	171456	"Vitamin A, RAE"	"UG"	5023	"Chicken, gizzard, all classes, raw†"
1107	0	171456	"Carotene, beta"	"UG"	5023	"Chicken, gizzard, all classes, raw†"
1108	0	171456	"Carotene, alpha"	"UG"	5023	"Chicken, gizzard, all classes, raw†"
1120	0	171456	"Cryptoxanthin, beta"	"UG"	5023	"Chicken, gizzard, all classes, raw†"
1122	0	171456	"Lycopene"	"UG"	5023	"Chicken, gizzard, all classes, raw†"
1004	2.06	171456	"Total lipid (fat)"	"G"	5023	"Chicken, gizzard, all classes, raw†"
1123	0	171456	"Lutein + zeaxanthin"	"UG"	5023	"Chicken, gizzard, all classes, raw†"
1051	79.33	171456	"Water"	"G"	5023	"Chicken, gizzard, all classes, raw†"
1057	0	171456	"Caffeine"	"MG"	5023	"Chicken, gizzard, all classes, raw†"
1058	0	171456	"Theobromine"	"MG"	5023	"Chicken, gizzard, all classes, raw†"
2000	0	171456	NA	NA	5023	"Chicken, gizzard, all classes, raw†"
1087	11	171456	"Calcium, Ca"	"MG"	5023	"Chicken, gizzard, all classes, raw†"
1092	237	171456	"Potassium, K"	"MG"	5023	"Chicken, gizzard, all classes, raw†"
1095	2.72	171456	"Zinc, Zn"	"MG"	5023	"Chicken, gizzard, all classes, raw†"
1271	0.086	171456	"PUFA 20:4"	"G"	5023	"Chicken, gizzard, all classes, raw†"
1276	0	171456	"PUFA 18:4"	"G"	5023	"Chicken, gizzard, all classes, raw†"
1277	0.009	171456	"MUFA 20:1"	"G"	5023	"Chicken, gizzard, all classes, raw†"
1279	0	171456	"MUFA 22:1"	"G"	5023	"Chicken, gizzard, all classes, raw†"
1292	0.512	171456	"Fatty acids, total monounsaturated"	"G"	5023	"Chicken, gizzard, all classes, raw†"
